"地域","系统","实例规格","按量目录价","包月目录价","按量折扣价","包月折扣价","1年付总价","包周价格","按量月价(30天)","3年付总价","5年付总价","架构","处理器","vCPUs","内存(GiB)","处理器主频/睿频","内网收发包","内网带宽","GPU/FPGA"
"华南 2 (河源)","windows","ecs.c6.4xlarge","2.808","1346.4","2.808","1346.4","10501.92","376.99","2021.76","20842.27","24235.2","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,32,3.2,1000000,5120000,""
"华南 2 (河源)","windows","ecs.c6e.4xlarge","3.283","1576.0","3.283","1576.0","12292.8","441.28","2363.76","24396.48","28368.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,32,3.2,3000000,6144000,""
"华南 2 (河源)","windows","ecs.hfc6.4xlarge","3.583","1720.0","3.583","1720.0","13416.0","481.6","2579.76","26625.6","30960.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,32,3.5,1000000,5120000,""
"华南 2 (河源)","windows","ecs.hfg6.4xlarge","4.4","2112.0","4.4","2112.0","16473.6","591.36","3168.00","32693.76","38016.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,64,3.5,1000000,5120000,""
"华南 2 (河源)","windows","ecs.g6e.4xlarge","4.4","2112.0","4.4","2112.0","16473.6","591.36","3168.00","32693.76","38016.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,64,3.2,3000000,6144000,""
"华南 2 (河源)","windows","ecs.g6.4xlarge","3.6","1728.0","3.6","1728.0","13478.4","483.84","2592.00","26749.44","31104.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,64,3.2,1000000,5120000,""
"华南 2 (河源)","windows","ecs.hfr6.4xlarge","5.833","2800.0","5.833","2800.0","21840.0","784.0","4199.76","43344.0","50400.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,128,3.5,1000000,5120000,""
"华南 2 (河源)","windows","ecs.r6e.4xlarge","5.833","2800.0","5.833","2800.0","21840.0","784.0","4199.76","43344.0","50400.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,128,3.2,3000000,6144000,""
"华南 2 (河源)","windows","ecs.r6.4xlarge","4.77","2289.6","4.77","2289.6","17858.88","641.09","3434.40","35443.01","41212.8","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",16,128,3.2,1000000,5120000,""
"华南 2 (河源)","windows","ecs.hfc6.6xlarge","5.375","2580.0","5.375","2580.0","20124.0","722.4","3870.00","39938.4","46440.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",24,48,3.5,1500000,7680000,""
"华南 2 (河源)","windows","ecs.c6.6xlarge","4.212","2019.6","4.212","2019.6","15752.88","565.49","3032.64","31263.41","36352.8","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",24,48,3.2,1500000,7680000,""
"华南 2 (河源)","windows","ecs.g6.6xlarge","5.4","2592.0","5.4","2592.0","20217.6","725.76","3888.00","40124.16","46656.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",24,96,3.2,1500000,7680000,""
"华南 2 (河源)","windows","ecs.hfg6.6xlarge","6.6","3168.0","6.6","3168.0","24710.4","887.04","4752.00","49040.64","57024.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",24,96,3.5,1500000,7680000,""
"华南 2 (河源)","windows","ecs.r6.6xlarge","7.155","3434.4","7.155","3434.4","26788.32","961.63","5151.60","53164.51","61819.2","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",24,192,3.2,1500000,7680000,""
"华南 2 (河源)","windows","ecs.hfr6.6xlarge","8.75","4200.0","8.75","4200.0","32760.0","1176.0","6300.00","65016.0","75600.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",24,192,3.5,1500000,7680000,""
"华南 2 (河源)","windows","ecs.hfc6.8xlarge","7.167","3440.0","7.167","3440.0","26832.0","963.2","5160.24","53251.2","61920.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,64,3.5,2000000,10240000,""
"华南 2 (河源)","windows","ecs.c6e.8xlarge","6.567","3152.0","6.567","3152.0","24585.6","882.56","4728.24","48792.96","56736.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,64,3.2,6000000,10240000,""
"华南 2 (河源)","windows","ecs.c6.8xlarge","5.607","2692.8","5.607","2692.8","21003.84","753.98","4037.04","41684.54","48470.4","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,64,3.2,2000000,10240000,""
"华南 2 (河源)","windows","ecs.hfg6.8xlarge","8.8","4224.0","8.8","4224.0","32947.2","1182.72","6336.00","65387.52","76032.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,128,3.5,2000000,10240000,""
"华南 2 (河源)","windows","ecs.g6e.8xlarge","8.8","4224.0","8.8","4224.0","32947.2","1182.72","6336.00","65387.52","76032.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,128,3.2,6000000,10240000,""
"华南 2 (河源)","windows","ecs.g6.8xlarge","7.2","3456.0","7.2","3456.0","26956.8","967.68","5184.00","53498.88","62208.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,128,3.2,2000000,10240000,""
"华南 2 (河源)","windows","ecs.r6e.8xlarge","11.667","5600.0","11.667","5600.0","43680.0","1568.0","8400.24","86688.0","100800.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,256,3.2,6000000,10240000,""
"华南 2 (河源)","windows","ecs.r6.8xlarge","9.54","4579.2","9.54","4579.2","35717.76","1282.18","6868.80","70886.02","82425.6","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,256,3.2,2000000,10240000,""
"华南 2 (河源)","windows","ecs.hfr6.8xlarge","11.667","5600.0","11.667","5600.0","43680.0","1568.0","8400.24","86688.0","100800.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",32,256,3.5,2000000,10240000,""
"华南 2 (河源)","windows","ecs.hfc6.10xlarge","8.9583","4300.0","8.9583","4300.0","33540.0","1204.0","6449.98","66564.0","77400.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",40,96,3.5,3000000,12800000,""
"华南 2 (河源)","windows","ecs.hfg6.10xlarge","11.0","5280.0","11.0","5280.0","41184.0","1478.4","7920.00","81734.4","95040.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",40,192,3.5,3000000,12800000,""
"华南 2 (河源)","windows","ecs.hfr6.10xlarge","14.583333","7000.0","14.583333","7000.0","54600.0","1960.0","10500.00","108360.0","126000.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",40,384,3.5,3000000,12800000,""
"华南 2 (河源)","windows","ecs.c6e.13xlarge","10.671","5122.0","10.671","5122.0","39951.6","1434.16","7683.12","79288.56","92196.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",52,96,3.2,9000000,16384000,""
"华南 2 (河源)","windows","ecs.c6.13xlarge","9.117","4375.8","9.117","4375.8","34131.24","1225.22","6564.24","67737.38","78764.4","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",52,96,3.2,3000000,12800000,""
"华南 2 (河源)","windows","ecs.g6e.13xlarge","14.3","6864.0","14.3","6864.0","53539.2","1921.92","10296.00","106254.72","123552.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",52,192,3.2,9000000,16384000,""
"华南 2 (河源)","windows","ecs.g6.13xlarge","11.7","5616.0","11.7","5616.0","43804.8","1572.48","8424.00","86935.68","101088.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",52,192,3.2,3000000,12800000,""
"华南 2 (河源)","windows","ecs.r6.13xlarge","15.507","7441.2","15.507","7441.2","58041.36","2083.54","11165.04","115189.78","133941.6","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",52,384,3.2,3000000,12800000,""
"华南 2 (河源)","windows","ecs.r6e.13xlarge","18.958","9100.0","18.958","9100.0","70980.0","2548.0","13649.76","140868.0","163800.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",52,384,3.2,9000000,16384000,""
"华南 2 (河源)","windows","ecs.hfc6.16xlarge","14.333","6880.0","14.333","6880.0","53664.0","1926.4","10319.76","106502.4","123840.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",64,128,3.5,4000000,20480000,""
"华南 2 (河源)","windows","ecs.hfg6.16xlarge","17.6","8448.0","17.6","8448.0","65894.4","2365.44","12672.00","130775.04","152064.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",64,256,3.5,4000000,20480000,""
"华南 2 (河源)","windows","ecs.hfr6.16xlarge","23.333","11200.0","23.333","11200.0","87360.0","3136.0","16799.76","173376.0","201600.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",64,512,3.5,4000000,20480000,""
"华南 2 (河源)","windows","ecs.hfc6.20xlarge","17.917","8600.0","17.917","8600.0","67080.0","2408.0","12900.24","133128.0","154800.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",80,192,3.5,6000000,25600000,""
"华南 2 (河源)","windows","ecs.hfg6.20xlarge","22.0","10560.0","22.0","10560.0","82368.0","2956.8","15840.00","163468.8","190080.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",80,384,3.5,6000000,25600000,""
"华南 2 (河源)","windows","ecs.hfr6.20xlarge","29.167","14000.0","29.167","14000.0","109200.0","3920.0","21000.24","216720.0","252000.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",80,768,3.5,6000000,25600000,""
"华南 2 (河源)","windows","ecs.c6.26xlarge","18.234","8751.6","18.234","8751.6","68262.48","2450.45","13128.48","135474.77","157528.8","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",104,192,3.2,6000000,25600000,""
"华南 2 (河源)","windows","ecs.ebmc6.26xlarge","18.234","8751.6","18.234","8751.6","89266.32","2450.45","13128.48","173281.68","199536.48","ebm","",104,192,0,6000000,32768000,""
"华南 2 (河源)","windows","ecs.c6e.26xlarge","21.342","10244.0","21.342","10244.0","79903.2","2868.32","15366.24","158577.12","184392.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",104,192,3.2,24000000,32768000,"1  * 0"
"华南 2 (河源)","windows","ecs.g6.26xlarge","23.4","11232.0","23.4","11232.0","87609.6","3144.96","16848.00","173871.36","202176.0","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",104,384,3.2,6000000,25600000,""
"华南 2 (河源)","windows","ecs.ebmg6.26xlarge","23.4","11232.0","23.4","11232.0","114566.4","3144.96","16848.00","222393.6","256089.6","ebm","Intel Xeon (Cascade Lake) Platinum 8269CY",104,384,3.2,6000000,32768000,""
"华南 2 (河源)","windows","ecs.r6.26xlarge","31.005","14882.4","31.005","14882.4","116082.72","4167.07","22323.60","230379.55","267883.2","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",104,768,3.2,6000000,25600000,""
"华南 2 (河源)","windows","ecs.ic5.large","0.59","170.0","0.59","170.0","1734.0","47.6","424.80","3366.0","3876.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",2,2,2.7,300000,1024000,""
"华南 2 (河源)","windows","ecs.u1-c1m1.large","0.22875","109.8","0.22875","109.8","711.5","30.74","164.70","1383.48","1581.12","x86","Intel(R) Xeon(R) Platinum",2,2,0,300000,1024000,""
"华南 2 (河源)","windows","ecs.u1-c1m2.large","0.24525","117.72","0.24525","117.72","762.83","32.96","176.58","1483.27","1695.17","x86","Intel(R) Xeon(R) Platinum",2,4,0,300000,1024000,""
"华南 2 (河源)","windows","ecs.c5.large","0.62","179.0","0.62","179.0","1825.8","50.12","446.40","3544.2","4081.2","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",2,4,2.7,300000,1024000,""
"华南 2 (河源)","windows","ecs.u1-c1m4.large","0.315","151.2","0.315","151.2","979.78","42.34","226.80","1905.12","2177.28","x86","Intel(R) Xeon(R) Platinum",2,8,0,300000,1024000,""
"华南 2 (河源)","windows","ecs.g5ne.large","0.649479","311.75","0.649479","311.75","2431.65","87.29","467.62","4825.89","5611.5","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",2,8,2.7,400000,1024000,""
"华南 2 (河源)","windows","ecs.g5.large","0.89","255.0","0.89","255.0","2601.0","71.4","640.80","5049.0","5814.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",2,8,2.7,300000,1024000,""
"华南 2 (河源)","windows","ecs.r5.large","1.13","326.0","1.13","326.0","3325.2","91.28","813.60","6454.8","7432.8","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",2,16,2.7,300000,1024000,""
"华南 2 (河源)","windows","ecs.u1-c1m8.large","0.41175","197.64","0.41175","197.64","1280.71","55.34","296.46","2490.26","2846.02","x86","Intel(R) Xeon(R) Platinum",2,16,0,300000,1024000,""
"华南 2 (河源)","windows","ecs.ic5.xlarge","1.18","340.0","1.18","340.0","3468.0","95.2","849.60","6732.0","7752.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",4,4,2.7,500000,1536000,""
"华南 2 (河源)","windows","ecs.u1-c1m1.xlarge","0.4575","219.6","0.4575","219.6","1423.01","61.49","329.40","2766.96","3162.24","x86","Intel(R) Xeon(R) Platinum",4,4,0,500000,1536000,""
"华南 2 (河源)","windows","ecs.u1-c1m2.xlarge","0.4905","235.44","0.4905","235.44","1525.65","65.92","353.16","2966.54","3390.34","x86","Intel(R) Xeon(R) Platinum",4,8,0,500000,1536000,""
"华南 2 (河源)","windows","ecs.c5.xlarge","1.24","358.0","1.24","358.0","3651.6","100.24","892.80","7088.4","8162.4","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",4,8,2.7,500000,1536000,""
"华南 2 (河源)","windows","ecs.gn6i-c4g1.xlarge","11.63","3348.0","11.63","3348.0","20088.0","937.44","8373.60","38568.96","64281.6","gpu","Intel Xeon (Skylake) Platinum 8163",4,15,2.7,2500000,4096000,"1  * NVIDIA T4"
"华南 2 (河源)","windows","ecs.u1-c1m4.xlarge","0.63","302.4","0.63","302.4","1959.55","84.67","453.60","3810.24","4354.56","x86","Intel(R) Xeon(R) Platinum",4,16,0,500000,1536000,""
"华南 2 (河源)","windows","ecs.g5.xlarge","1.77","510.0","1.77","510.0","5202.0","142.8","1274.40","10098.0","11628.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",4,16,2.7,500000,1536000,""
"华南 2 (河源)","windows","ecs.g5ne.xlarge","1.298958","623.5","1.298958","623.5","4863.3","174.58","935.25","9651.78","11223.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",4,16,2.7,750000,2048000,""
"华南 2 (河源)","windows","ecs.r5.xlarge","2.26","652.0","2.26","652.0","6650.4","182.56","1627.20","12909.6","14865.6","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",4,32,2.7,500000,1536000,""
"华南 2 (河源)","windows","ecs.u1-c1m8.xlarge","0.8235","395.28","0.8235","395.28","2561.41","110.68","592.92","4980.53","5692.03","x86","Intel(R) Xeon(R) Platinum",4,32,0,500000,1536000,""
"华南 2 (河源)","windows","ecs.i2.xlarge","1.883","904.0","1.883","904.0","7051.2","253.12","1355.76","13993.92","16272.0","x86","Intel Xeon (Skylake) Platinum 8163",4,32,2.7,500000,1024000,""
"华南 2 (河源)","windows","ecs.u1-c1m1.2xlarge","0.915","439.2","0.915","439.2","2846.02","122.98","658.80","5533.92","6324.48","x86","Intel(R) Xeon(R) Platinum",8,8,0,800000,2560000,""
"华南 2 (河源)","windows","ecs.ic5.2xlarge","2.36","680.0","2.36","680.0","6936.0","190.4","1699.20","13464.0","15504.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",8,8,2.7,800000,2560000,""
"华南 2 (河源)","windows","ecs.u1-c1m2.2xlarge","0.981","470.88","0.981","470.88","3051.3","131.85","706.32","5933.09","6780.67","x86","Intel(R) Xeon(R) Platinum",8,16,0,800000,2560000,""
"华南 2 (河源)","windows","ecs.c5.2xlarge","2.49","716.0","2.49","716.0","7303.2","200.48","1792.80","14176.8","16324.8","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",8,16,2.7,800000,2560000,""
"华南 2 (河源)","windows","ecs.gn6i-c8g1.2xlarge","14.0","4032.0","14.0","4032.0","24192.0","1128.96","10080.00","46448.64","77414.4","gpu","Intel Xeon (Skylake) Platinum 8163",8,31,2.7,2500000,5120000,"1  * NVIDIA T4"
"华南 2 (河源)","windows","ecs.g5.2xlarge","3.54","1020.0","3.54","1020.0","10404.0","285.6","2548.80","20196.0","23256.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",8,32,2.7,800000,2560000,""
"华南 2 (河源)","windows","ecs.g5ne.2xlarge","4.33","1247.0","4.33","1247.0","9726.6","349.16","3117.60","19303.56","22446.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",8,32,2.7,1500000,3584000,""
"华南 2 (河源)","windows","ecs.u1-c1m4.2xlarge","1.26","604.8","1.26","604.8","3919.1","169.34","907.20","7620.48","8709.12","x86","Intel(R) Xeon(R) Platinum",8,32,0,800000,2560000,""
"华南 2 (河源)","windows","ecs.r5.2xlarge","4.53","1304.0","4.53","1304.0","13300.8","365.12","3261.60","25819.2","29731.2","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",8,64,2.7,800000,2560000,""
"华南 2 (河源)","windows","ecs.u1-c1m8.2xlarge","1.647","790.56","1.647","790.56","5122.83","221.36","1185.84","9961.06","11384.06","x86","Intel(R) Xeon(R) Platinum",8,64,0,800000,2560000,""
"华南 2 (河源)","windows","ecs.i2.2xlarge","3.767","1808.0","3.767","1808.0","14102.4","506.24","2712.24","27987.84","32544.0","x86","Intel Xeon (Skylake) Platinum 8163",8,64,2.7,1000000,2048000,""
"华南 2 (河源)","windows","ecs.ic5.3xlarge","3.54","1020.0","3.54","1020.0","10404.0","285.6","2548.80","20196.0","23256.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",12,12,2.7,900000,4096000,""
"华南 2 (河源)","windows","ecs.u1-c1m1.3xlarge","1.3725","658.8","1.3725","658.8","4269.02","184.46","988.20","8300.88","9486.72","x86","Intel(R) Xeon(R) Platinum",12,12,0,900000,4096000,""
"华南 2 (河源)","windows","ecs.u1-c1m2.3xlarge","1.4715","706.32","1.4715","706.32","4576.95","197.77","1059.48","8899.63","10171.01","x86","Intel(R) Xeon(R) Platinum",12,24,0,900000,4096000,""
"华南 2 (河源)","windows","ecs.c5.3xlarge","3.73","1074.0","3.73","1074.0","10954.8","300.72","2685.60","21265.2","24487.2","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",12,24,2.7,900000,4096000,""
"华南 2 (河源)","windows","ecs.g5.3xlarge","5.31","1530.0","5.31","1530.0","15606.0","428.4","3823.20","30294.0","34884.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",12,48,2.7,900000,4096000,""
"华南 2 (河源)","windows","ecs.u1-c1m4.3xlarge","1.89","907.2","1.89","907.2","5878.66","254.02","1360.80","11430.72","13063.68","x86","Intel(R) Xeon(R) Platinum",12,48,0,900000,4096000,""
"华南 2 (河源)","windows","ecs.u1-c1m8.3xlarge","2.4705","1185.84","2.4705","1185.84","7684.24","332.04","1778.76","14941.58","17076.1","x86","Intel(R) Xeon(R) Platinum",12,96,0,900000,4096000,""
"华南 2 (河源)","windows","ecs.r5.3xlarge","6.79","1956.0","6.79","1956.0","19951.2","547.68","4888.80","38728.8","44596.8","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",12,96,2.7,900000,4096000,""
"华南 2 (河源)","windows","ecs.u1-c1m1.4xlarge","1.83","878.4","1.83","878.4","5692.03","245.95","1317.60","11067.84","12648.96","x86","Intel(R) Xeon(R) Platinum",16,16,0,1000000,5120000,""
"华南 2 (河源)","windows","ecs.ic5.4xlarge","4.72","1360.0","4.72","1360.0","13872.0","380.8","3398.40","26928.0","31008.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",16,16,2.7,1000000,5120000,""
"华南 2 (河源)","windows","ecs.c5.4xlarge","4.97","1432.0","4.97","1432.0","14606.4","400.96","3578.40","28353.6","32649.6","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",16,32,2.7,1000000,5120000,""
"华南 2 (河源)","windows","ecs.u1-c1m2.4xlarge","1.962","941.76","1.962","941.76","6102.6","263.69","1412.64","11866.18","13561.34","x86","Intel(R) Xeon(R) Platinum",16,32,0,1000000,5120000,""
"华南 2 (河源)","windows","ecs.gn6i-c16g1.4xlarge","16.41","4725.0","16.41","4725.0","28350.0","1323.0","11815.20","54432.0","90720.0","gpu","Intel Xeon (Skylake) Platinum 8163",16,62,2.7,2500000,6144000,"1  * NVIDIA T4"
"华南 2 (河源)","windows","ecs.u1-c1m4.4xlarge","2.52","1209.6","2.52","1209.6","7838.21","338.69","1814.40","15240.96","17418.24","x86","Intel(R) Xeon(R) Platinum",16,64,0,1000000,5120000,""
"华南 2 (河源)","windows","ecs.g5.4xlarge","7.08","2040.0","7.08","2040.0","20808.0","571.2","5097.60","40392.0","46512.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",16,64,2.7,1000000,5120000,""
"华南 2 (河源)","windows","ecs.g5ne.4xlarge","8.66","2494.0","8.66","2494.0","19453.2","698.32","6235.20","38607.12","44892.0","x86","Intel Xeon (Skylake) Platinum 8163 / Intel Xeon (Cascade Lake) Platinum 8269CY",16,64,2.7,3000000,7168000,""
"华南 2 (河源)","windows","ecs.u1-c1m8.4xlarge","3.294","1581.12","3.294","1581.12","10245.66","442.71","2371.68","19922.11","22768.13","x86","Intel(R) Xeon(R) Platinum",16,128,0,1000000,5120000,""
